,Name,County,County IDs,Latitude,Longitude,Started,Year,Acres Burned,Cal Fire Incident,Major Incident
143,Dersch Fire,Shasta,45,40.48,-122.14,2013-11-07 16:10:00+00:00,2013,33,TRUE,FALSE
1223,Spring Fire,Tehama,52,40.39,-122.14,2018-06-13 21:06:00+00:00,2018,70,TRUE,FALSE
1540,Canyon Fire,Napa,28,38.48,-122.14,2019-07-22 15:05:34+00:00,2019,64,TRUE,FALSE
78,California Fire,Solano,48,38.09,-122.14,2013-06-18 15:18:00+00:00,2013,124,TRUE,FALSE
1291,Alhambra Fire,Contra Costa,7,38.0,-122.14,2018-08-17 19:19:00+00:00,2018,30,FALSE,FALSE
491,Creek Fire,Yolo,57,38.7,-122.15,2016-06-26 15:45:00+00:00,2016,277,TRUE,FALSE
1483,Cottage Fire,Shasta,45,40.48,-122.16,2019-08-15 15:09:55+00:00,2019,156,TRUE,TRUE
1535,Corning Fire ,Tehama,52,39.85,-122.16,2019-10-09 08:31:40+00:00,2019,68,TRUE,FALSE
1625,Inghram Fire,Tehama,52,39.85,-122.16,2019-10-09 09:52:52.477000+00:00,2019,10,TRUE,FALSE
402,Ascot Fire,Solano,48,38.1,-122.16,2015-07-10 13:36:00+00:00,2015,40,TRUE,TRUE
1594,Fellow Fire,Contra Costa,7,38.0,-122.16,2019-07-05 13:33:56+00:00,2019,24,TRUE,FALSE
194,Gulch Fire,Shasta,45,40.71,-122.17,2014-09-10 00:30:00+00:00,2014,1375,TRUE,TRUE
993,Sky Fire,Shasta,45,40.69,-122.17,2017-07-29 17:29:00+00:00,2017,17,TRUE,FALSE
1216,Silver Fire,Shasta,45,40.59,-122.17,2018-09-28 14:44:00+00:00,2018,76,TRUE,TRUE
1137,Bascom Fire,Shasta,45,40.53,-122.17,2018-06-23 12:54:00+00:00,2018,328,TRUE,FALSE
961,Edwards Fire,Alameda,1,37.78,-122.17,2017-09-26 12:22:00+00:00,2017,22,FALSE,FALSE
1085,Sun Fire,Tehama,52,40.22,-122.18,2018-10-07 12:51:00+00:00,2018,3889,TRUE,TRUE
1046,Creek Fire,Glenn,11,39.75,-122.18,2017-07-19 17:30:00+00:00,2017,0,FALSE,FALSE
1064,County Fire,Napa,28,38.81,-122.18,2018-06-30 14:12:00+00:00,2018,90288,TRUE,TRUE
1065,County Fire,Yolo,57,38.81,-122.18,2018-06-30 14:12:00+00:00,2018,90288,TRUE,TRUE
426,Pleasure Fire,Napa,28,38.52,-122.18,2015-06-27 12:51:00+00:00,2015,19,TRUE,FALSE
1184,Steele Fire,Napa,28,38.52,-122.18,2018-07-28 16:30:00+00:00,2018,135,TRUE,TRUE
570,Franklin Fire,Contra Costa,7,38.01,-122.19,2016-07-24 16:30:00+00:00,2016,40,TRUE,FALSE
373,Mallard Fire,Shasta,45,40.51,-122.2,2015-07-29 16:30:00+00:00,2015,75,TRUE,TRUE
1565,Plains Fire,Shasta,45,40.5,-122.2,2019-10-10 15:49:07+00:00,2019,42,TRUE,FALSE
367,Sprig Fire,Shasta,45,40.5,-122.2,2015-07-30 12:57:00+00:00,2015,90,TRUE,FALSE
1169,Sierra Fire,Tehama,52,40.13,-122.2,2018-06-23 13:15:00+00:00,2018,170,FALSE,FALSE
841,Sand Fire,Colusa,6,39.01,-122.2,2017-07-17 13:17:00+00:00,2017,70,TRUE,TRUE
1200,Jelly Fire,Tehama,52,40.32,-122.21,2018-05-18 16:37:00+00:00,2018,103,TRUE,FALSE
531,Flores Fire,Tehama,52,40.08,-122.21,2016-07-01 13:54:00+00:00,2016,88,TRUE,FALSE
1436,American Fire,Napa,28,38.17,-122.21,2019-10-06 16:36:50+00:00,2019,526,TRUE,FALSE
977,Fish Fire,Contra Costa,7,37.87,-122.21,2017-06-05 13:17:00+00:00,2017,20,TRUE,FALSE
1071,Hirz Fire,Shasta,45,40.9,-122.22,2018-08-09 01:55:00+00:00,2018,46150,FALSE,TRUE
224,Dry Fire,Shasta,45,40.66,-122.22,2014-07-09 13:45:00+00:00,2014,143,TRUE,FALSE
1492,Glencove Fire ,Solano,48,38.07,-122.22,2019-10-27 11:52:15+00:00,2019,140,FALSE,FALSE
1487,Sky Fire ,Contra Costa,7,38.04,-122.22,2019-10-27 11:29:03+00:00,2019,150,TRUE,FALSE
1289,Vista Fire,Shasta,45,40.63,-122.23,2018-07-08 14:41:00+00:00,2018,31,TRUE,FALSE
1344,Bellagio Fire,Napa,28,38.16,-122.23,2018-05-21 11:56:00+00:00,2018,12,TRUE,FALSE
911,Toll Fire,Solano,48,38.07,-122.23,2017-06-22 13:08:00+00:00,2017,39,FALSE,FALSE
1434,Mountain Fire,Shasta,45,40.72,-122.24,2019-08-22 11:02:09+00:00,2019,600,TRUE,TRUE
902,Jones Fire,Shasta,45,40.71,-122.24,2017-10-08 04:53:00+00:00,2017,40,TRUE,FALSE
1413,Sand Fire,Yolo,57,38.89,-122.24,2019-06-08 14:50:00+00:00,2019,2512,TRUE,TRUE
624,Atlas Fire (Southern LNU Complex),Napa,28,38.39,-122.24,2017-10-08 21:52:00+00:00,2017,51624,TRUE,TRUE
625,Atlas Fire (Southern LNU Complex),Solano,48,38.39,-122.24,2017-10-08 21:52:00+00:00,2017,51624,TRUE,TRUE
1577,Gilbert Fire,Shasta,45,40.56,-122.25,2019-08-04 17:18:21+00:00,2019,30,TRUE,FALSE
1022,Freeway Fire,Tehama,52,40.25,-122.25,2017-10-08 12:15:00+00:00,2017,10,TRUE,FALSE
972,36 Fire,Tehama,52,40.2,-122.25,2017-10-03 16:22:00+00:00,2017,20,TRUE,FALSE
1373,Rawson Fire,Tehama,52,40.0,-122.25,2019-10-27 02:47:20+00:00,2019,605,TRUE,FALSE
799,Canyon Fire,Napa,28,38.49,-122.25,2017-08-11 12:57:00+00:00,2017,114,TRUE,TRUE
1392,Nustar Fire,Contra Costa,7,38.05,-122.25,2019-10-15 16:17:18+00:00,2019,15,TRUE,FALSE
574,Knoxville Fire,Lake,17,38.68,-122.26,2016-08-09 18:50:00+00:00,2016,36,TRUE,FALSE
1355,Syar Fire,Napa,28,38.27,-122.26,2018-08-09 14:21:00+00:00,2018,10,TRUE,FALSE
1576,Mare Fire,Solano,48,38.08,-122.26,2019-09-26 15:29:06+00:00,2019,30,FALSE,FALSE
734,Willow Fire,Contra Costa,7,38.03,-122.26,2017-07-08 15:26:00+00:00,2017,370,TRUE,FALSE
867,Bradley Fire,Siskiyou,47,41.22,-122.27,2017-08-28 21:38:00+00:00,2017,54,FALSE,FALSE
540,Baker Fire,Tehama,52,40.2,-122.27,2016-08-03 17:27:00+00:00,2016,80,TRUE,FALSE
894,Paskenta Fire,Tehama,52,40.1,-122.27,2017-06-24 11:15:00+00:00,2017,42,TRUE,FALSE
963,Refuge Fire,Napa,28,38.68,-122.27,2017-06-13 10:18:00+00:00,2017,22,TRUE,TRUE
1149,Stoll Fire,Tehama,52,40.18,-122.28,2018-06-23 12:52:00+00:00,2018,268,TRUE,TRUE
891,Roser Fire,Tehama,52,39.82,-122.28,2017-11-02 14:40:00+00:00,2017,43,TRUE,FALSE
866,Bradley Fire,Siskiyou,47,41.22,-122.29,2017-08-28 22:00:00+00:00,2017,54,FALSE,FALSE
1306,Plymire Fire,Tehama,52,40.2,-122.29,2018-06-01 16:07:00+00:00,2018,23,TRUE,FALSE
42,Putah Fire,Napa,28,38.63,-122.29,2013-10-03 20:33:00+00:00,2013,376,TRUE,TRUE
873,Skeggs Fire,San Mateo,41,37.42,-122.3,2017-09-11 19:41:00+00:00,2017,50,TRUE,TRUE
914, Bridge Fire,Shasta,45,40.77,-122.31,2017-10-31 11:22:00+00:00,2017,37,FALSE,FALSE
1238,Adams Fire,Tehama,52,40.35,-122.31,2018-11-05 10:17:00+00:00,2018,60,TRUE,FALSE
1542,Paskenta Fire,Tehama,52,39.98,-122.31,2019-05-20 10:57:00+00:00,2019,63,TRUE,FALSE
1599,Spring Fire ,Colusa,6,39.09,-122.31,2019-08-14 12:52:00+00:00,2019,20,TRUE,TRUE
63,Silverado Fire,Napa,28,38.38,-122.31,2013-11-21 21:39:00+00:00,2013,190,TRUE,TRUE
860,Live Fire,Tehama,52,40.16,-122.32,2017-07-28 13:24:00+00:00,2017,57,TRUE,FALSE
62,Paskenta Fire,Tehama,52,39.96,-122.33,2013-07-19 13:32:00+00:00,2013,195,TRUE,FALSE
1363,Black Fire,Tehama,52,39.81,-122.33,2018-06-03 08:55:00+00:00,2018,10,TRUE,FALSE
165,Oregon Gulch Fire (part of the Beaver Complex),Siskiyou,47,42.05,-122.34,2014-07-30 23:00:00+00:00,2014,35302,TRUE,FALSE
1271,Martin Fire,Siskiyou,47,41.58,-122.34,2018-06-03 16:14:00+00:00,2018,37,TRUE,FALSE
403,Chiles Fire,Napa,28,38.53,-122.34,2015-06-16 14:27:00+00:00,2015,38,TRUE,TRUE
219,Tehama Fire,Tehama,52,40.01,-122.35,2014-06-13 12:23:00+00:00,2014,225,TRUE,FALSE
106,Silverado Fire,Napa,28,38.44,-122.35,2013-04-30 23:44:00+00:00,2013,75,TRUE,FALSE
1611,Rocky Fire,Siskiyou,47,41.65,-122.36,2019-06-14 16:14:00+00:00,2019,17,TRUE,FALSE
1090,Apple Fire,Tehama,52,39.94,-122.36,2018-06-09 14:10:00+00:00,2018,2956,TRUE,TRUE
341,Black Fire,Tehama,52,39.84,-122.36,2015-07-04 16:33:00+00:00,2015,170,TRUE,FALSE
1239,Grade Fire,Lake,17,38.83,-122.36,2018-08-30 15:44:00+00:00,2018,60,TRUE,FALSE
1543,Cabrillo Fire,San Mateo,41,37.17,-122.36,2019-10-24 20:15:36+00:00,2019,62,TRUE,FALSE
862,Bogus Fire,Siskiyou,47,41.93,-122.37,2017-06-18 15:45:00+00:00,2017,56,TRUE,FALSE
600,Table Fire,Siskiyou,47,41.72,-122.37,2016-07-21 20:30:00+00:00,2016,23,TRUE,FALSE
203,Boles Fire,Siskiyou,47,41.42,-122.37,2014-09-15 13:38:00+00:00,2014,516,TRUE,TRUE
1356,Lott Fire,Siskiyou,47,41.63,-122.38,2018-07-17 19:03:00+00:00,2018,10,TRUE,FALSE
1268,Masonic Fire,Shasta,45,40.61,-122.38,2018-10-14 11:33:00+00:00,2018,38,FALSE,FALSE
266,Stage Coach Fire,Napa,28,38.7,-122.38,2014-09-11 15:14:00+00:00,2014,27,TRUE,FALSE
1028,North Fire,Shasta,45,40.49,-122.39,2017-07-15 18:10:00+00:00,2017,10,TRUE,TRUE
1042,Partrick Fire (Central LNU Complex),Napa,28,38.32,-122.39,2017-10-08 23:48:00+00:00,2017,0,TRUE,TRUE
1629,IronGate Fire,Siskiyou,47,41.95,-122.4,2019-06-16 20:33:00+00:00,2019,10,TRUE,FALSE
1333,Ranchera Fire,Shasta,45,40.68,-122.4,2018-09-04 14:43:00+00:00,2018,13,FALSE,FALSE
565,Paskenta Fire,Tehama,52,39.94,-122.4,2016-06-21 10:26:00+00:00,2016,43,TRUE,FALSE
544,Lake Fire,Shasta,45,40.68,-122.41,2016-09-10 15:45:00+00:00,2016,75,TRUE,FALSE
385,Point Fire,Shasta,45,40.39,-122.41,2015-08-03 14:28:00+00:00,2015,59,TRUE,TRUE
1102,Creek Fire,Shasta,45,40.5,-122.42,2018-06-24 12:29:00+00:00,2018,1678,TRUE,TRUE
1066,Delta Fire,Shasta,45,40.94,-122.43,2018-09-05 12:51:00+00:00,2018,63311,TRUE,FALSE
1067,Delta Fire,Trinity,53,40.94,-122.43,2018-09-05 12:51:00+00:00,2018,63311,TRUE,FALSE
942,Benson Fire,Tehama,52,40.29,-122.43,2017-07-08 18:58:00+00:00,2017,29,TRUE,FALSE
549,Creek Fire,Napa,28,38.41,-122.43,2016-10-10 16:13:00+00:00,2016,65,TRUE,TRUE
128,Chestnut Fire,San Mateo,41,37.67,-122.43,2013-09-07 13:55:00+00:00,2013,41,TRUE,FALSE
1325,Iron Gate Fire,Siskiyou,47,41.94,-122.44,2018-10-10 21:50:00+00:00,2018,15,TRUE,FALSE
427,Keswick Fire,Shasta,45,40.6,-122.44,2015-07-07 12:34:00+00:00,2015,18,TRUE,TRUE
764,Laverne Fire,Shasta,45,40.47,-122.44,2017-07-18 12:39:00+00:00,2017,180,TRUE,TRUE
1386,Horse Fire,Shasta,45,40.46,-122.44,2019-07-12 19:08:54+00:00,2019,30,TRUE,FALSE
331,China Fire,Shasta,45,40.42,-122.44,2015-07-29 17:55:00+00:00,2015,212,TRUE,TRUE
1282,Lariat Fire,Tehama,52,40.0,-122.44,2018-07-14 20:40:00+00:00,2018,33,TRUE,FALSE
1093,Snell Fire,Napa,28,38.7,-122.44,2018-09-08 14:29:00+00:00,2018,2490,TRUE,TRUE
1361,Pallet Fire,Sonoma,49,38.25,-122.44,2018-06-05 13:03:00+00:00,2018,10,FALSE,FALSE
181,Butts Fire,Lake,17,38.66,-122.45,2014-07-01 12:08:00+00:00,2014,4300,TRUE,TRUE
180,Butts Fire,Napa,28,38.66,-122.45,2014-07-01 12:08:00+00:00,2014,4300,TRUE,TRUE
886,Whitepine Fire,Siskiyou,47,41.87,-122.46,2017-06-06 16:38:00+00:00,2017,46,TRUE,TRUE
1156,Steamboat Fire,Siskiyou,47,41.71,-122.47,2018-07-15 09:58:00+00:00,2018,224,TRUE,TRUE
598,Keswick Fire,Shasta,45,40.61,-122.47,2016-06-11 16:02:00+00:00,2016,24,TRUE,FALSE
576,Mountain Fire,Shasta,45,40.61,-122.47,2016-08-09 12:14:00+00:00,2016,35,TRUE,FALSE
1555,Ink Fire,Napa,28,38.63,-122.47,2019-06-08 14:37:00+00:00,2019,50,TRUE,FALSE
679,37 Fire,Sonoma,49,38.14,-122.47,2017-10-09 14:00:00+00:00,2017,1660,TRUE,FALSE
152,Cloverdale Fire,Shasta,45,40.47,-122.48,2013-08-14 15:37:00+00:00,2013,27,TRUE,FALSE
1560,Paskenta Fire,Tehama,52,39.97,-122.48,2019-06-22 03:12:00+00:00,2019,46,TRUE,FALSE
1288,Creek Fire,Lake,17,38.89,-122.48,2018-06-16 14:04:00+00:00,2018,32,TRUE,FALSE
281,Rocky Fire,Lake,17,38.89,-122.48,2015-07-29 15:29:00+00:00,2015,69438,TRUE,TRUE
1187,Shastina Fire,Siskiyou,47,41.66,-122.49,2018-05-09 18:11:00+00:00,2018,127,TRUE,FALSE
965,Mule Fire,Lake,17,39.02,-122.49,2017-09-05 14:55:00+00:00,2017,21,TRUE,FALSE
110,Double Fire,Lake,17,39.01,-122.49,2013-08-16 17:57:00+00:00,2013,70,TRUE,TRUE
286,Jerusalem Fire,Lake,17,38.81,-122.49,2015-08-09 15:34:00+00:00,2015,25118,TRUE,TRUE
287,Jerusalem Fire,Napa,28,38.81,-122.49,2015-08-09 15:34:00+00:00,2015,25118,TRUE,TRUE
338,Cooley Fire,Siskiyou,47,41.8,-122.5,2015-07-13 17:56:00+00:00,2015,181,TRUE,FALSE
496,Reservoir Fire,Lake,17,39.12,-122.5,2016-06-26 16:00:00+00:00,2016,215,TRUE,TRUE
1532,Eagle Fire,Lake,17,39.1,-122.5,2019-11-05 06:52:14+00:00,2019,75,TRUE,FALSE
1298,Ager Fire,Siskiyou,47,41.79,-122.51,2018-05-19 13:04:00+00:00,2018,27,TRUE,FALSE
1218,Stony Fire,Colusa,6,39.3,-122.51,2018-07-04 13:14:00+00:00,2018,75,TRUE,TRUE
69,Lakeville Fire,Sonoma,49,38.18,-122.51,2013-07-26 13:45:00+00:00,2013,158,TRUE,FALSE
1336,Tower Fire,Shasta,45,40.5,-122.52,2018-10-14 06:45:00+00:00,2018,12,TRUE,FALSE
622,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),Napa,28,38.4,-122.52,2017-10-08 22:00:00+00:00,2017,56556,TRUE,TRUE
623,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),Sonoma,49,38.4,-122.52,2017-10-08 22:00:00+00:00,2017,56556,TRUE,TRUE
1073,Klamathon Fire,Siskiyou,47,41.89,-122.53,2018-07-05 12:31:00+00:00,2018,38008,TRUE,TRUE
361,Walker Fire,Shasta,45,40.48,-122.53,2015-09-11 15:08:00+00:00,2015,109,TRUE,TRUE
422,Grade Fire,Lake,17,38.83,-122.53,2015-08-24 12:12:00+00:00,2015,22,TRUE,FALSE
1166,South Fire,Los Angeles,19,37.98,-122.53,2018-06-09 14:45:00+00:00,2018,175,FALSE,FALSE
1340,Mission Fire,Marin,21,37.98,-122.53,2018-06-09 15:30:00+00:00,2018,12,FALSE,FALSE
10,Clover Fire,Shasta,45,40.5,-122.54,2013-09-09 12:32:00+00:00,2013,8073,TRUE,TRUE
1559,Lower Fire,Shasta,45,40.47,-122.54,2019-08-12 14:16:53+00:00,2019,46,TRUE,FALSE
1000,Paskenta Fire ,Tehama,52,39.88,-122.54,2017-08-10 17:24:00+00:00,2017,15,TRUE,FALSE
389,Fork Fire,Tehama,52,40.01,-122.55,2015-06-17 12:50:00+00:00,2015,55,TRUE,FALSE
57,306 Fire,Glenn,11,39.51,-122.56,2013-05-01 19:00:00+00:00,2013,217,TRUE,TRUE
477,Colyear Fire,Tehama,52,40.04,-122.57,2016-06-30 13:32:00+00:00,2016,464,TRUE,TRUE
1199,Cache Fire,Lake,17,39.02,-122.57,2018-08-26 18:04:00+00:00,2018,103,TRUE,FALSE
809,Long Fire,Lake,17,39.02,-122.57,2017-10-14 05:00:00+00:00,2017,100,TRUE,FALSE
81,Cantwell Fire,Lake,17,38.88,-122.57,2013-11-08 13:42:00+00:00,2013,120,TRUE,TRUE
118,Cottonwood Fire,Siskiyou,47,41.92,-122.58,2013-08-15 14:40:00+00:00,2013,50,TRUE,FALSE
1094,Chrome Fire,Glenn,11,39.65,-122.58,2018-06-09 15:32:00+00:00,2018,2290,TRUE,TRUE
820,Ridge Fire,Lake,17,39.15,-122.58,2017-10-06 14:38:00+00:00,2017,87,TRUE,TRUE
156,Dam Fire,Lake,17,38.93,-122.58,2013-11-23 14:17:00+00:00,2013,23,TRUE,FALSE
808,Oakmont Fire (Central LNU Complex),Sonoma,49,38.46,-122.58,2017-10-14 20:35:00+00:00,2017,100,TRUE,TRUE
591,Bailey Fire,Siskiyou,47,41.96,-122.59,2016-07-19 14:09:00+00:00,2016,26,TRUE,FALSE
1219,Chrome Fire,Glenn,11,39.66,-122.59,2018-05-28 17:33:00+00:00,2018,75,TRUE,FALSE
138,Indian Fire,Lake,17,39.16,-122.59,2013-08-07 12:35:00+00:00,2013,38,TRUE,FALSE
223,Indian Fire,Lake,17,39.16,-122.6,2014-05-25 12:20:00+00:00,2014,175,TRUE,FALSE
1077,Pawnee Fire,Lake,17,39.07,-122.6,2018-06-23 17:21:00+00:00,2018,15185,TRUE,TRUE
1213,Spring 2 Fire,Lake,17,39.07,-122.6,2018-07-09 16:46:00+00:00,2018,80,TRUE,FALSE
1588,Grove Fire,Lake,17,38.89,-122.6,2019-10-17 20:06:00+00:00,2019,25,TRUE,FALSE
471,Grade Fire,Siskiyou,47,41.78,-122.61,2016-08-24 14:55:00+00:00,2016,710,TRUE,TRUE
451,Clayton Fire,Lake,17,38.9,-122.61,2016-08-13 18:03:00+00:00,2016,3929,TRUE,TRUE
1058,Carr Fire,Shasta,45,40.65,-122.62,2018-07-23 13:15:00+00:00,2018,229651,TRUE,TRUE
1059,Carr Fire,Trinity,53,40.65,-122.62,2018-07-23 13:15:00+00:00,2018,229651,TRUE,TRUE
907,Murphy Fire,Lake,17,38.86,-122.62,2017-07-17 14:44:00+00:00,2017,40,TRUE,FALSE
1450,Rams Horn Fire,Trinity,53,41.15,-122.63,2019-09-07 08:49:58+00:00,2019,280,FALSE,FALSE
628,Tubbs Fire (Central LNU Complex),Napa,28,38.61,-122.63,2017-10-08 21:45:00+00:00,2017,36807,TRUE,TRUE
629,Tubbs Fire (Central LNU Complex),Sonoma,49,38.61,-122.63,2017-10-08 21:45:00+00:00,2017,36807,TRUE,TRUE
1401,Red Bank Fire,Tehama,52,40.12,-122.64,2019-09-05 13:19:56+00:00,2019,8838,TRUE,TRUE
1412,Ranch Fire,Tehama,52,40.04,-122.64,2019-11-03 14:16:17+00:00,2019,2534,TRUE,TRUE
1584,Glass Fire,Lake,17,38.91,-122.64,2019-09-04 16:26:00+00:00,2019,28,TRUE,TRUE
1041,Pressley Fire (Central LNU Complex),Sonoma,49,38.37,-122.64,2017-10-09 01:30:00+00:00,2017,0,TRUE,TRUE
1536,Muir Fire,Marin,21,37.9,-122.64,2019-10-24 12:15:33+00:00,2019,67,TRUE,FALSE
1231,Highland Fire,Shasta,45,40.74,-122.65,2018-07-20 13:26:00+00:00,2018,63,TRUE,TRUE
985,King Fire,Siskiyou,47,40.7,-122.65,2017-06-26 12:30:00+00:00,2017,19,TRUE,TRUE
672,Sulphur Fire (Mendocino Lake Complex),Lake,17,39.01,-122.65,2017-10-08 23:59:00+00:00,2017,2207,TRUE,TRUE
68,Crane Fire,Sonoma,49,38.35,-122.65,2013-10-04 12:25:00+00:00,2013,159,TRUE,FALSE
1419,Lime Fire,Siskiyou,47,41.86,-122.66,2019-09-07 08:36:32+00:00,2019,1872,FALSE,FALSE
1521,Tree Fire,Siskiyou,47,41.83,-122.66,2019-07-27 10:15:00+00:00,2019,83,FALSE,FALSE
1186,Open Fire,Glenn,11,39.47,-122.66,2018-06-01 15:20:00+00:00,2018,127,FALSE,FALSE
77,Yellow Fire,Sonoma,49,38.64,-122.66,2013-05-01 02:01:00+00:00,2013,125,TRUE,TRUE
912,Pine Fire,Marin,21,37.98,-122.66,2017-06-27 10:39:00+00:00,2017,38,TRUE,FALSE
1517,Trinity Fire,Shasta,45,40.41,-122.67,2019-06-26 15:35:00+00:00,2019,90,TRUE,FALSE
145,Lakeshore Fire,Lake,17,38.98,-122.68,2013-09-15 19:45:00+00:00,2013,30,TRUE,TRUE
906,Vestal Fire,Tehama,52,40.3,-122.7,2017-08-26 15:03:00+00:00,2017,40,TRUE,FALSE
146,Lake Fire,Lake,17,38.99,-122.7,2013-06-05 16:05:00+00:00,2013,30,TRUE,FALSE
255,Fiddler Fire,Shasta,45,40.39,-122.72,2014-05-14 14:00:00+00:00,2014,50,TRUE,FALSE
987,Bodega Fire,Sonoma,49,38.26,-122.72,2017-08-27 13:30:00+00:00,2017,18,TRUE,FALSE
1048,Klamath Fire,Siskiyou,47,41.87,-122.73,2017-07-04 15:21:00+00:00,2017,0,FALSE,FALSE
126,Fiddler Fire,Shasta,45,40.37,-122.73,2013-07-09 11:59:00+00:00,2013,43,TRUE,FALSE
479,Fiddler Fire,Shasta,45,40.37,-122.73,2016-07-08 22:45:00+00:00,2016,441,TRUE,TRUE
1178,Irving Fire,Marin,21,38.02,-122.73,2018-09-10 19:00:00+00:00,2018,152,TRUE,TRUE
1614,Duzel Fire,Siskiyou,47,41.51,-122.74,2019-09-07 18:19:16+00:00,2019,15,TRUE,FALSE
171,Bully Fire,Shasta,45,40.43,-122.75,2014-07-11 15:37:00+00:00,2014,12661,TRUE,TRUE
674,Adobe Fire (Central LNU Complex),Sonoma,49,38.47,-122.75,2017-10-09 01:00:00+00:00,2017,1868,TRUE,TRUE
1578,Ranch Fire,Shasta,45,40.42,-122.77,2019-07-05 14:46:33+00:00,2019,30,TRUE,FALSE
117,Bruner Fire,Lake,17,39.04,-122.77,2013-11-23 12:04:00+00:00,2013,50,TRUE,FALSE
1261,Bridge Fire,Marin,21,38.07,-122.77,1969-12-31 16:00:00+00:00,2018,45,FALSE,FALSE
1601,Golf Fire,Lake,17,38.99,-122.78,2019-08-08 14:55:59+00:00,2019,20,TRUE,FALSE
1396,Kincade Fire,Sonoma,49,38.79,-122.78,2019-10-23 21:27:00+00:00,2019,77758,TRUE,TRUE
918,Spaletta Fire,Marin,21,38.08,-122.78,2017-07-12 16:15:00+00:00,2017,35,TRUE,FALSE
580,Moffett Fire,Siskiyou,47,41.63,-122.79,2016-09-12 16:28:00+00:00,2016,32,TRUE,FALSE
1405,South Fire,Tehama,52,40.11,-122.79,2019-09-05 19:59:46+00:00,2019,5332,FALSE,FALSE
548,Foothill Fire,Lake,17,39.09,-122.79,2016-07-19 17:16:00+00:00,2016,69,TRUE,TRUE
174,Coffee Fire,Shasta,45,41.14,-122.81,2014-07-30 20:30:00+00:00,2014,6258,FALSE,FALSE
851,Bottle Fire,Lake,17,38.95,-122.81,2017-08-08 16:40:00+00:00,2017,62,TRUE,TRUE
154,Mount Fire,Lake,17,38.98,-122.82,2013-06-20 14:29:00+00:00,2013,25,TRUE,FALSE
853,Bolla Fire,Tehama,52,40.32,-122.83,2017-06-18 07:15:00+00:00,2017,60,TRUE,FALSE
1549,Oak Fire,Lake,17,38.96,-122.83,2019-09-07 14:00:00+00:00,2019,53,TRUE,FALSE
464,Sawmill Fire,Sonoma,49,38.8,-122.83,2016-09-25 10:43:00+00:00,2016,1547,TRUE,TRUE
1569,Community Fire,Siskiyou,47,41.84,-122.84,2019-07-27 10:15:00+00:00,2019,35,FALSE,FALSE
718,Fay Fire,Siskiyou,47,41.4,-122.84,2017-07-05 11:05:00+00:00,2017,469,TRUE,TRUE
48,Becks Fire,Lake,17,38.98,-122.84,2013-01-22 11:08:00+00:00,2013,296,TRUE,FALSE
754,Skeleton Fire,Lake,17,39.45,-122.85,2017-09-12 14:36:00+00:00,2017,200,FALSE,FALSE
1303,Kelsey Fire,Lake,17,38.92,-122.85,2018-09-03 13:58:00+00:00,2018,24,TRUE,TRUE
15,McCabe Fire,Sonoma,49,38.82,-122.85,2013-11-22 02:04:00+00:00,2013,3505,TRUE,TRUE
1256,Carder Fire,Lake,17,38.91,-122.87,2018-07-21 14:40:00+00:00,2018,50,TRUE,TRUE
329,Peterson Fire,Lake,17,38.93,-122.88,2015-08-22 17:30:00+00:00,2015,215,TRUE,TRUE
1175,Gorge Fire,Shasta,45,40.37,-122.89,2018-08-19 07:32:00+00:00,2018,155,TRUE,FALSE
1020,Independence Fire,Sonoma,49,38.7,-122.9,2017-07-31 23:17:00+00:00,2017,11,TRUE,FALSE
1140,Flat Fire,Trinity,53,40.6,-122.91,2018-06-28 18:01:00+00:00,2018,300,TRUE,TRUE
603,Mockingbird Fire,Lake,17,39.14,-122.91,2016-08-30 16:54:00+00:00,2016,20,TRUE,FALSE
638,Pocket Fire (Central LNU Complex),Sonoma,49,38.77,-122.91,2017-10-09 03:30:00+00:00,2017,17357,TRUE,TRUE
896,Ward Fire,Siskiyou,47,41.99,-122.94,2017-08-13 12:41:00+00:00,2017,41,FALSE,FALSE
202,Oregon Fire,Trinity,53,40.74,-122.95,2014-08-24 16:36:00+00:00,2014,580,TRUE,TRUE
352,Democrat Fire,Trinity,53,40.72,-122.96,2015-08-25 14:08:00+00:00,2015,128,TRUE,TRUE
1272,Ridge Fire,Lake,17,38.98,-122.97,2018-09-02 14:02:00+00:00,2018,36,TRUE,FALSE
89,Highland Fire,Mendocino,23,38.93,-122.97,2013-09-28 13:57:00+00:00,2013,98,TRUE,FALSE
1342,Meamber Fire,Siskiyou,47,41.65,-122.98,2018-06-04 15:08:00+00:00,2018,12,TRUE,FALSE
1233,Cherry Fire,Siskiyou,47,41.83,-122.99,2018-06-27 19:46:00+00:00,2018,63,FALSE,FALSE
1515,Bar Fire,Siskiyou,47,41.75,-123.0,2019-09-15 15:52:00+00:00,2019,91,FALSE,FALSE
857,Slides Fire,Lake,17,39.43,-123.03,2017-09-12 16:08:00+00:00,2017,58,FALSE,FALSE
641,Buck Fire,Trinity,53,40.23,-123.04,2017-09-12 17:42:00+00:00,2017,13417,FALSE,FALSE
1157,Petersburg Fire,Siskiyou,47,41.09,-123.05,2018-07-01 18:13:00+00:00,2018,215,FALSE,FALSE
